"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32 + Day + winter",500,2,4,0.084984570370274,-0.0538985148514851,2.12290223155442,-0.421229859441092,0.421229859441092,FALSE
