mean,model,dataset,target
0.06182742126643086,GRU,sap,load
0.08137606885383383,GRU_error,sap,load
0.08618851152983469,NHPP_RF_MR,sap,load
0.13176863105515788,NHPP_RF_MR_err,sap,load
0.07660933278773645,NHPP_GAM_MR,sap,load
0.11551026057797861,NHPP_GAM_MR_err,sap,load
0.08352632043412478,SARIMA_MM,sap,load
0.11773707535171575,SARIMA_MM_err,sap,load
0.16484144024707728,GAM,sap,load
0.08061493789610992,persistence,sap,load
