"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32 + Day + winter",100,2,4,0.0681523729045611,-0.157836909871245,3.55164802075713,-0.704724020885464,0.704724020885464,TRUE
