"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32 + Day + winter + s_trend + roll_lag_D1_adj + roll_lag_D7",100,1,7,0.114832369963698,-0.329690794096978,3.79848308826364,-0.753701453404704,0.753701453404703,TRUE
