"fmla","loss","res_mean","res_var","bound_inf","bound_sup","test"
"event ~ s(s_mod, k = 30, bs = ""cc"")",1.50778933990639,0.0362172284644195,2.28092224944383,-0.452584459259708,0.452584459259708,TRUE
