"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32",200,1,2,0.0252624716407426,0.0226966292134831,2.24255075891977,-0.44497072306416,0.44497072306416,TRUE
