"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32 + Day",100,2,3,0.0389905940237166,-0.105774424146148,4.03615588738437,-0.800860893099339,0.800860893099339,TRUE
