"fmla","loss","res_mean","res_var","bound_inf","bound_sup","test"
"event ~ s(s_mod, k = 30, bs = ""cc"") + s(s_tod32, bs = ""cc"")",0.919096355619746,-0.0715813424345847,0.839960861051121,-0.166666457916676,0.166666457916676,TRUE
