"fmla","num.trees","mtry","terms","loss","res_mean","res_var","bound_inf","bound_sup","test"
"smooth_event ~ s_mod + s_tod32 + Day + winter + s_trend + roll_lag_D1_adj + roll_lag_D7",500,1,7,0.0181201219347734,-0.0558134243458476,0.848413961927352,-0.168343736521885,0.168343736521885,FALSE
